age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
30,316,1,999,1,-1.8,93.075,-47.1,1.365,5099.1,yes
45,133,3,999,0,1.4,93.444,-36.1,4.963,5228.1,no
40,85,6,999,0,1.4,94.465,-41.8,4.959,5228.1,no
31,161,2,999,0,1.1,93.994,-36.4,4.858,5191,no
45,80,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,no
30,241,3,999,0,1.4,93.918,-42.7,4.962,5228.1,no
34,359,5,999,0,1.4,93.918,-42.7,4.962,5228.1,yes
88,203,2,999,0,-1.8,92.843,-50,1.663,5099.1,yes
27,201,1,999,0,1.1,93.994,-36.4,4.857,5191,no
29,278,2,999,1,-1.8,92.893,-46.2,1.291,5099.1,no
59,163,1,999,0,1.1,93.994,-36.4,4.86,5191,no
44,973,3,999,0,1.4,93.918,-42.7,4.96,5228.1,yes
33,729,2,999,0,1.4,93.918,-42.7,4.963,5228.1,yes
34,716,3,999,0,1.4,93.918,-42.7,4.961,5228.1,yes
43,262,2,3,1,-2.9,92.963,-40.8,1.26,5076.2,yes
40,954,1,999,0,-1.8,92.893,-46.2,1.334,5099.1,yes
24,226,1,999,0,1.1,93.994,-36.4,4.855,5191,no
62,282,1,6,1,-3,92.713,-33,0.706,5023.5,yes
29,100,2,999,0,1.1,93.994,-36.4,4.857,5191,no
36,940,1,999,0,1.4,94.465,-41.8,4.961,5228.1,yes
25,694,2,999,0,1.1,93.994,-36.4,4.857,5191,yes
35,95,3,999,0,1.1,93.994,-36.4,4.857,5191,no
77,190,1,999,0,-1.1,94.199,-37.5,0.879,4963.6,yes
40,124,1,999,1,-1.8,93.075,-47.1,1.365,5099.1,no
32,536,2,999,0,-1.8,92.893,-46.2,1.244,5099.1,yes
53,186,1,999,0,1.1,93.994,-36.4,4.856,5191,no
34,131,2,999,0,-0.1,93.2,-42,4.153,5195.8,no
56,88,2,999,0,-0.1,93.2,-42,4.076,5195.8,no
37,604,4,999,0,-1.8,92.893,-46.2,1.266,5099.1,yes
32,651,1,999,1,-1.1,94.767,-50.8,1.03,4963.6,yes
56,994,1,999,1,-0.1,93.2,-42,4.076,5195.8,yes
39,61,7,999,0,1.4,94.465,-41.8,4.865,5228.1,no
65,1076,3,6,1,-1.8,92.893,-46.2,1.354,5099.1,yes
59,324,2,999,1,-1.8,92.893,-46.2,1.313,5099.1,no
34,772,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,yes
31,187,2,999,0,1.4,94.465,-41.8,4.864,5228.1,no
35,2680,1,999,0,1.1,93.994,-36.4,4.859,5191,yes
48,396,1,999,0,1.1,93.994,-36.4,4.858,5191,no
46,189,1,5,2,-1.8,93.749,-34.6,0.638,5008.7,yes
46,42,4,999,0,1.4,93.444,-36.1,4.966,5228.1,no
41,102,1,999,0,1.4,93.444,-36.1,4.963,5228.1,no
42,902,1,999,0,-0.1,93.2,-42,4.021,5195.8,yes
33,415,2,999,0,1.4,93.918,-42.7,4.957,5228.1,yes
55,82,3,999,0,1.4,93.918,-42.7,4.961,5228.1,no
27,325,1,3,1,-3.4,92.649,-30.1,0.716,5017.5,yes
28,577,3,999,0,-2.9,92.963,-40.8,1.268,5076.2,yes
37,181,1,999,0,1.1,93.994,-36.4,4.858,5191,no
46,182,1,999,1,-1.8,92.893,-46.2,1.266,5099.1,no
65,579,1,999,0,-2.9,92.963,-40.8,1.266,5076.2,yes
59,1019,2,2,1,-2.9,92.201,-31.4,0.884,5076.2,yes
49,339,2,999,0,1.1,93.994,-36.4,4.855,5191,no
39,504,4,999,0,1.1,93.994,-36.4,4.856,5191,yes
63,413,1,3,2,-1.1,94.767,-50.8,1.049,4963.6,yes
32,1030,1,6,1,-1.8,92.893,-46.2,1.327,5099.1,yes
54,77,2,999,0,1.1,93.994,-36.4,4.856,5191,no
29,297,2,999,0,-1.8,92.893,-46.2,1.266,5099.1,no
25,5,1,999,0,-1.1,94.199,-37.5,0.877,4963.6,no
31,801,1,999,0,1.4,94.465,-41.8,4.864,5228.1,yes
58,570,2,999,0,1.4,94.465,-41.8,4.959,5228.1,yes
42,1142,5,999,0,1.4,93.918,-42.7,4.968,5228.1,yes
46,245,2,999,1,-1.8,92.893,-46.2,1.327,5099.1,no
54,577,3,999,0,1.4,93.918,-42.7,4.962,5228.1,no
44,252,1,999,0,-1.1,94.601,-49.5,1,4963.6,yes
22,163,4,999,1,-2.9,92.963,-40.8,1.268,5076.2,yes
42,137,2,999,0,1.1,93.994,-36.4,4.857,5191,no
34,56,2,999,0,-1.8,92.893,-46.2,1.281,5099.1,no
31,1319,5,999,0,1.4,93.918,-42.7,4.958,5228.1,yes
30,98,2,3,2,-2.9,92.201,-31.4,0.821,5076.2,yes
44,231,2,999,0,-0.1,93.2,-42,4.191,5195.8,no
28,240,1,999,1,-1.8,92.893,-46.2,1.291,5099.1,no
33,704,1,999,0,-2.9,92.469,-33.6,1.059,5076.2,yes
33,258,7,999,0,1.4,93.918,-42.7,4.968,5228.1,no
75,227,4,999,0,-1.8,93.075,-47.1,1.405,5099.1,yes
37,129,1,999,0,-2.9,92.963,-40.8,1.26,5076.2,yes
58,25,1,999,0,1.4,94.465,-41.8,4.866,5228.1,no
55,100,2,999,0,-1.8,92.893,-46.2,1.25,5099.1,no
67,655,2,5,5,-1.1,94.767,-50.8,1.039,4963.6,yes
51,596,3,999,0,1.4,93.918,-42.7,4.962,5228.1,yes
30,89,4,999,0,1.4,93.918,-42.7,4.96,5228.1,no
31,184,1,999,0,1.4,93.444,-36.1,4.967,5228.1,no
31,555,2,999,0,1.4,93.918,-42.7,4.961,5228.1,no
34,130,6,999,0,-0.1,93.2,-42,4.076,5195.8,no
32,21,12,999,0,-1.8,92.893,-46.2,1.266,5099.1,no
28,498,2,999,0,1.1,93.994,-36.4,4.859,5191,no
26,215,1,6,3,-1.8,93.369,-34.8,0.649,5008.7,yes
49,203,2,999,0,1.4,93.918,-42.7,4.962,5228.1,no
43,105,1,999,1,-1.8,93.075,-47.1,1.435,5099.1,no
36,263,1,999,0,1.4,93.444,-36.1,4.964,5228.1,no
26,70,1,999,0,1.4,93.918,-42.7,4.962,5228.1,no
27,537,1,999,0,-1.7,94.215,-40.3,0.827,4991.6,yes
54,111,2,999,0,1.4,93.918,-42.7,4.962,5228.1,no
47,114,1,999,0,1.4,93.918,-42.7,4.958,5228.1,no
45,358,10,999,0,1.1,93.994,-36.4,4.86,5191,no
42,579,1,999,0,1.4,94.465,-41.8,4.864,5228.1,no
43,41,2,999,0,1.4,93.918,-42.7,4.962,5228.1,no
33,70,1,999,0,1.1,93.994,-36.4,4.855,5191,no
25,124,1,999,1,-2.9,92.963,-40.8,1.26,5076.2,no
51,46,1,999,0,1.4,93.918,-42.7,4.962,5228.1,no
30,207,1,999,0,1.1,93.994,-36.4,4.858,5191,no
28,434,1,999,0,-1.8,92.893,-46.2,1.244,5099.1,no
31,211,3,999,0,-2.9,92.201,-31.4,0.869,5076.2,yes
54,261,4,999,0,1.4,93.444,-36.1,4.963,5228.1,no
37,912,1,999,0,1.1,93.994,-36.4,4.859,5191,yes
58,100,2,999,0,-2.9,92.963,-40.8,1.215,5076.2,no
22,171,2,3,2,-1.8,93.876,-40,0.682,5008.7,yes
32,11,1,999,0,1.4,94.465,-41.8,4.961,5228.1,no
37,43,11,999,0,1.4,93.918,-42.7,4.959,5228.1,no
36,79,1,999,0,1.4,94.465,-41.8,4.959,5228.1,no
48,71,9,999,0,-0.1,93.2,-42,4.021,5195.8,no
29,273,3,999,0,1.1,93.994,-36.4,4.86,5191,no
31,954,2,10,1,-1.8,92.893,-46.2,1.281,5099.1,yes
51,956,1,999,0,-1.8,92.893,-46.2,1.25,5099.1,yes
47,152,5,999,0,1.4,93.444,-36.1,4.966,5228.1,no
88,266,2,999,0,-1.8,92.843,-50,1.663,5099.1,yes
48,349,2,999,0,1.4,94.465,-41.8,4.961,5228.1,no
33,325,2,999,0,1.1,93.994,-36.4,4.857,5191,no
52,429,3,999,1,-1.8,92.893,-46.2,1.281,5099.1,yes
33,115,1,999,0,1.4,93.444,-36.1,4.963,5228.1,no
52,404,2,9,1,-1.8,93.876,-40,0.684,5008.7,yes
33,482,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,yes
34,93,1,999,0,-1.8,92.843,-50,1.629,5099.1,no
40,243,1,999,0,1.4,94.465,-41.8,4.866,5228.1,no
47,119,1,999,4,-1.7,94.055,-39.8,0.702,4991.6,no
36,1877,1,999,0,1.4,93.918,-42.7,4.96,5228.1,yes
89,314,1,999,0,-1.1,94.199,-37.5,0.881,4963.6,yes
37,219,2,999,0,-1.8,92.893,-46.2,1.344,5099.1,no
38,257,1,999,0,-1.8,93.369,-34.8,0.65,5008.7,yes
48,332,3,999,0,1.4,94.465,-41.8,4.864,5228.1,no
51,47,13,999,0,1.4,93.444,-36.1,4.962,5228.1,no
32,311,1,3,1,-1.1,94.601,-49.5,0.959,4963.6,yes
46,16,14,999,0,1.4,94.465,-41.8,4.962,5228.1,no
50,146,1,999,1,-0.1,93.2,-42,4.076,5195.8,no
30,116,6,999,0,-1.8,92.893,-46.2,1.299,5099.1,no
34,233,2,999,0,-3.4,92.379,-29.8,0.813,5017.5,yes
40,1047,2,999,0,1.1,93.994,-36.4,4.86,5191,yes
33,171,2,999,0,1.4,94.465,-41.8,4.865,5228.1,no
61,386,2,999,0,-1.1,94.767,-50.8,1.044,4963.6,yes
51,89,1,999,0,-0.1,93.2,-42,4.191,5195.8,no
33,463,1,999,0,-1.1,94.199,-37.5,0.879,4963.6,yes
34,301,3,999,0,-1.8,92.843,-50,1.726,5099.1,yes
33,130,2,999,0,1.4,93.444,-36.1,4.966,5228.1,no
28,91,1,1,3,-3.4,92.379,-29.8,0.773,5017.5,yes
36,90,3,999,0,1.4,94.465,-41.8,4.962,5228.1,no
42,88,2,999,0,1.4,93.444,-36.1,4.964,5228.1,no
52,130,1,999,0,1.1,93.994,-36.4,4.86,5191,no
45,637,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,no
36,164,3,999,0,1.4,93.918,-42.7,4.968,5228.1,no
36,221,1,4,1,-2.9,92.201,-31.4,0.881,5076.2,yes
29,556,1,999,0,1.4,93.918,-42.7,4.96,5228.1,yes
33,1019,11,999,0,1.4,93.918,-42.7,4.957,5228.1,yes
26,661,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,yes
50,356,1,999,0,-2.9,92.469,-33.6,1.072,5076.2,yes
23,1584,2,999,0,1.4,93.918,-42.7,4.958,5228.1,yes
29,86,1,999,1,-0.1,93.2,-42,4.245,5195.8,no
31,417,3,999,0,1.4,94.465,-41.8,4.962,5228.1,no
46,267,2,999,1,-3.4,92.379,-29.8,0.762,5017.5,yes
39,251,2,999,0,1.1,93.994,-36.4,4.855,5191,no
32,51,1,999,0,-1.8,92.893,-46.2,1.281,5099.1,no
30,648,1,999,0,-0.1,93.2,-42,4.021,5195.8,yes
30,283,1,999,0,1.1,93.994,-36.4,4.859,5191,no
28,361,1,999,0,1.4,94.465,-41.8,4.864,5228.1,no
36,119,1,999,0,1.4,93.918,-42.7,4.962,5228.1,no
47,153,10,999,0,1.4,93.444,-36.1,4.965,5228.1,no
47,971,2,999,0,-2.9,92.963,-40.8,1.206,5076.2,no
54,80,6,999,0,1.4,94.465,-41.8,4.864,5228.1,no
25,82,1,999,0,-1.8,93.075,-47.1,1.415,5099.1,yes
36,141,1,999,2,-3.4,92.431,-26.9,0.739,5017.5,no
24,860,2,9,2,-1.7,94.215,-40.3,0.884,4991.6,yes
55,415,7,999,0,-3,92.713,-33,0.71,5023.5,yes
36,267,1,999,1,-1.8,92.893,-46.2,1.354,5099.1,yes
31,180,1,10,1,-1.8,93.369,-34.8,0.646,5008.7,yes
52,179,2,999,0,-0.1,93.2,-42,4.076,5195.8,no
52,259,1,999,1,-3.4,92.649,-30.1,0.714,5017.5,yes
23,310,1,999,0,-2.9,92.963,-40.8,1.262,5076.2,yes
35,144,2,999,0,1.4,94.465,-41.8,4.865,5228.1,no
43,92,2,999,0,1.4,93.918,-42.7,4.962,5228.1,no
72,230,1,3,2,-3.4,92.379,-29.8,0.803,5017.5,yes
31,182,3,999,0,-0.1,93.2,-42,4.191,5195.8,no
28,194,3,999,0,-1.7,94.215,-40.3,0.827,4991.6,no
24,654,1,999,0,1.1,93.994,-36.4,4.855,5191,yes
34,190,4,999,0,1.4,93.918,-42.7,4.968,5228.1,no
24,576,4,999,1,-1.8,92.893,-46.2,1.25,5099.1,yes
43,425,1,999,0,1.1,93.994,-36.4,4.857,5191,no
31,71,2,999,0,-0.1,93.2,-42,4.153,5195.8,no
48,1000,3,999,0,1.4,93.444,-36.1,4.965,5228.1,yes
34,509,2,999,0,-3.4,92.649,-30.1,0.716,5017.5,no
36,77,6,999,0,1.4,94.465,-41.8,4.958,5228.1,no
32,396,4,999,0,1.1,93.994,-36.4,4.856,5191,no
52,149,1,999,0,1.1,93.994,-36.4,4.855,5191,no
25,120,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,yes
37,84,5,999,0,-1.8,92.893,-46.2,1.344,5099.1,no
39,328,1,999,0,1.4,93.444,-36.1,4.968,5228.1,no
33,194,4,999,0,1.4,93.918,-42.7,4.961,5228.1,no
25,646,5,999,0,-1.8,92.893,-46.2,1.266,5099.1,yes
44,151,1,999,0,-2.9,92.963,-40.8,1.26,5076.2,yes
62,152,1,999,0,-3.4,92.649,-30.1,0.719,5017.5,no
39,714,5,999,0,1.4,93.444,-36.1,4.965,5228.1,yes
46,176,1,999,0,-2.9,92.469,-33.6,1.072,5076.2,yes
55,526,4,999,1,-1.8,92.893,-46.2,1.281,5099.1,yes
39,751,2,999,0,1.4,93.918,-42.7,4.962,5228.1,yes
33,46,1,999,0,1.4,94.465,-41.8,4.864,5228.1,no
57,155,5,999,0,1.4,93.918,-42.7,4.968,5228.1,no
36,165,3,999,0,1.4,93.444,-36.1,4.968,5228.1,no
68,201,1,999,0,-1.8,92.843,-50,1.602,5099.1,yes
43,107,3,999,1,-1.8,92.893,-46.2,1.291,5099.1,no
44,924,2,4,1,-2.9,92.963,-40.8,1.262,5076.2,yes
51,131,2,999,0,-1.8,92.893,-46.2,1.291,5099.1,no
35,1190,1,999,0,-1.8,93.075,-47.1,1.445,5099.1,yes
40,34,3,999,0,1.1,93.994,-36.4,4.857,5191,no
47,181,4,6,1,-3.4,92.649,-30.1,0.72,5017.5,yes
57,248,2,999,0,1.1,93.994,-36.4,4.857,5191,no
29,479,1,999,1,-1.8,93.075,-47.1,1.498,5099.1,no
31,353,1,999,0,-1.1,94.767,-50.8,1.031,4963.6,yes
36,192,20,999,0,1.1,93.994,-36.4,4.859,5191,no
52,542,1,999,0,1.4,94.465,-41.8,4.864,5228.1,no
36,84,1,999,0,1.4,93.918,-42.7,4.96,5228.1,no
27,312,3,6,1,-1.7,94.027,-38.3,0.899,4991.6,yes
37,658,2,999,0,1.4,93.918,-42.7,4.957,5228.1,yes
43,279,1,999,1,-1.8,92.893,-46.2,1.291,5099.1,no
35,961,2,999,0,1.4,93.444,-36.1,4.965,5228.1,yes
53,2486,1,999,0,-1.8,93.369,-34.8,0.654,5008.7,yes
38,172,3,999,0,-1.8,92.893,-46.2,1.281,5099.1,no
36,94,1,999,0,-0.1,93.2,-42,4.12,5195.8,no
46,541,3,999,0,1.1,93.994,-36.4,4.855,5191,yes
31,1248,3,999,0,1.4,94.465,-41.8,4.96,5228.1,yes
42,91,2,999,0,-0.1,93.2,-42,4.021,5195.8,no
40,590,4,999,0,1.4,94.465,-41.8,4.959,5228.1,no
30,66,2,999,0,1.1,93.994,-36.4,4.855,5191,no
29,90,4,999,0,1.1,93.994,-36.4,4.857,5191,no
39,241,3,999,0,1.4,93.918,-42.7,4.96,5228.1,no
32,740,2,999,0,1.4,93.918,-42.7,4.958,5228.1,no
32,491,1,999,0,1.4,93.918,-42.7,4.962,5228.1,no
37,535,1,999,0,1.4,93.444,-36.1,4.962,5228.1,yes
36,337,1,999,0,-0.1,93.2,-42,4.12,5195.8,yes
34,266,1,999,0,-1.8,92.843,-50,1.726,5099.1,yes
49,48,1,999,1,-0.1,93.2,-42,4.153,5195.8,no
29,1042,2,999,0,-1.8,93.075,-47.1,1.435,5099.1,yes
32,1327,5,999,0,1.4,93.444,-36.1,4.968,5228.1,yes
20,615,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,yes
57,1223,4,999,0,1.4,93.444,-36.1,4.965,5228.1,yes
59,206,1,999,1,-2.9,92.201,-31.4,0.883,5076.2,yes
45,345,1,6,1,-1.8,93.075,-47.1,1.405,5099.1,yes
49,225,5,999,0,-0.1,93.2,-42,4.12,5195.8,no
45,541,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,yes
85,140,1,999,0,-2.9,92.201,-31.4,0.883,5076.2,yes
45,174,2,999,0,1.4,94.465,-41.8,4.961,5228.1,no
31,507,1,999,0,1.4,93.444,-36.1,4.966,5228.1,yes
30,102,1,999,1,-3.4,92.431,-26.9,0.733,5017.5,no
35,36,1,999,0,1.1,93.994,-36.4,4.857,5191,no
31,155,2,4,1,-2.9,92.201,-31.4,0.884,5076.2,yes
36,47,1,999,0,1.1,93.994,-36.4,4.859,5191,no
32,276,2,999,0,-2.9,92.469,-33.6,1.072,5076.2,yes
29,837,1,999,0,-1.8,92.893,-46.2,1.334,5099.1,yes
31,52,3,999,0,1.4,93.444,-36.1,4.966,5228.1,no
35,19,10,999,0,1.4,93.918,-42.7,4.968,5228.1,no
30,194,1,999,0,-2.9,92.963,-40.8,1.266,5076.2,no
28,350,1,999,0,1.4,93.918,-42.7,4.957,5228.1,no
32,371,1,999,0,-3.4,92.431,-26.9,0.724,5017.5,yes
61,301,1,9,3,-3.4,92.649,-30.1,0.714,5017.5,yes
30,22,3,999,0,1.4,93.918,-42.7,4.963,5228.1,no
48,1499,3,999,0,1.4,93.918,-42.7,4.963,5228.1,yes
38,124,1,999,0,-1.8,93.075,-47.1,1.392,5099.1,yes
37,59,2,999,0,1.4,94.465,-41.8,4.864,5228.1,no
21,145,1,999,1,-1.1,94.199,-37.5,0.878,4963.6,no
33,396,2,999,0,-1.1,94.199,-37.5,0.879,4963.6,yes
29,896,2,999,0,-2.9,92.469,-33.6,1.029,5076.2,yes
34,957,2,999,0,-1.8,92.893,-46.2,1.327,5099.1,yes
50,108,1,999,0,1.1,93.994,-36.4,4.856,5191,no
31,383,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,yes
34,659,1,999,0,1.1,93.994,-36.4,4.864,5191,no
40,145,1,999,0,-2.9,92.963,-40.8,1.262,5076.2,yes
42,69,1,999,0,1.1,93.994,-36.4,4.857,5191,no
54,178,4,3,1,-1.1,94.601,-49.5,1.016,4963.6,yes
21,2078,6,999,0,1.4,93.918,-42.7,4.963,5228.1,yes
34,884,4,999,0,1.4,94.465,-41.8,4.866,5228.1,yes
53,1133,3,999,0,1.4,93.444,-36.1,4.966,5228.1,yes
51,1339,2,999,0,1.4,93.918,-42.7,4.962,5228.1,no
70,150,1,3,2,-3.4,92.379,-29.8,0.77,5017.5,yes
47,309,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,yes
48,800,1,999,0,1.4,94.465,-41.8,4.967,5228.1,no
28,808,3,999,0,1.4,93.918,-42.7,4.961,5228.1,yes
46,146,1,999,0,1.4,93.918,-42.7,4.961,5228.1,no
45,696,2,999,0,-0.1,93.2,-42,4.191,5195.8,yes
48,1096,2,999,0,1.4,93.918,-42.7,4.962,5228.1,yes
53,355,1,999,0,-1.7,94.215,-40.3,0.84,4991.6,yes
34,121,2,999,1,-3.4,92.649,-30.1,0.722,5017.5,yes
41,247,1,999,0,-1.8,92.893,-46.2,1.281,5099.1,no
34,260,3,3,2,-3.4,92.379,-29.8,0.773,5017.5,yes
33,261,1,999,0,1.1,93.994,-36.4,4.855,5191,no
40,654,2,999,0,-1.7,94.027,-38.3,0.899,4991.6,yes
55,336,1,999,1,-1.8,92.893,-46.2,1.244,5099.1,no
35,332,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,no
32,136,1,999,0,1.4,93.918,-42.7,4.963,5228.1,no
61,136,6,999,0,-1.8,92.843,-50,1.811,5099.1,no
28,163,2,999,0,-1.8,92.893,-46.2,1.299,5099.1,no
28,7,1,999,0,1.1,93.994,-36.4,4.858,5191,no
41,149,1,999,0,1.1,93.994,-36.4,4.857,5191,no
29,89,2,999,0,-2.9,92.963,-40.8,1.26,5076.2,yes
38,633,1,16,1,-1.7,94.027,-38.3,0.898,4991.6,yes
39,271,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,yes
38,882,1,6,1,-1.8,93.749,-34.6,0.659,5008.7,yes
50,1306,4,999,0,1.4,93.444,-36.1,4.966,5228.1,yes
38,195,1,999,0,-1.8,92.843,-50,1.726,5099.1,yes
59,494,4,999,0,1.4,93.918,-42.7,4.96,5228.1,yes
55,719,1,999,0,1.1,93.994,-36.4,4.856,5191,yes
26,878,2,999,0,1.4,93.918,-42.7,4.961,5228.1,yes
27,1543,4,999,0,-1.8,92.893,-46.2,1.266,5099.1,yes
58,282,2,999,0,-1.8,93.075,-47.1,1.415,5099.1,yes
35,71,2,999,0,-1.8,92.893,-46.2,1.344,5099.1,no
30,176,1,999,0,1.4,93.444,-36.1,4.965,5228.1,no
33,159,3,999,0,1.1,93.994,-36.4,4.857,5191,no
40,716,2,999,0,1.4,94.465,-41.8,4.959,5228.1,yes
49,259,2,999,0,-2.9,92.963,-40.8,1.235,5076.2,yes
54,288,7,6,2,-3,92.713,-33,0.715,5023.5,yes
28,328,2,999,0,-1.8,92.893,-46.2,1.291,5099.1,no
24,137,1,999,0,-3.4,92.379,-29.8,0.788,5017.5,yes
33,102,1,999,0,1.4,93.918,-42.7,4.955,5228.1,no
34,148,1,999,0,1.4,93.444,-36.1,4.968,5228.1,no
33,116,2,999,1,-1.8,92.893,-46.2,1.334,5099.1,no
35,740,1,999,0,1.4,93.918,-42.7,4.962,5228.1,yes
26,271,2,3,1,-2.9,92.963,-40.8,1.262,5076.2,yes
33,68,1,999,0,1.4,93.444,-36.1,4.97,5228.1,no
26,508,3,6,2,-1.7,94.027,-38.3,0.904,4991.6,yes
32,495,1,999,0,-1.8,93.075,-47.1,1.41,5099.1,yes
55,108,4,999,1,-0.1,93.2,-42,4.12,5195.8,no
25,456,2,10,2,-1.8,93.369,-34.8,0.654,5008.7,yes
24,251,2,6,2,-1.1,94.199,-37.5,0.876,4963.6,yes
38,122,1,999,0,-1.8,92.843,-50,1.687,5099.1,yes
48,296,1,16,3,-1.7,94.027,-38.3,0.9,4991.6,yes
26,200,2,999,1,-1.8,92.893,-46.2,1.281,5099.1,no
64,111,1,999,0,-1.8,93.075,-47.1,1.4,5099.1,no
39,583,2,999,0,-1.8,92.893,-46.2,1.299,5099.1,yes
33,171,1,999,0,-0.1,93.798,-40.4,4.827,5195.8,yes
33,519,2,999,2,-1.8,92.893,-46.2,1.334,5099.1,yes
34,86,3,999,1,-1.7,94.215,-40.3,0.84,4991.6,no
51,246,1,999,0,1.1,93.994,-36.4,4.857,5191,no
34,78,1,999,0,-2.9,92.201,-31.4,0.881,5076.2,no
30,821,2,999,0,1.1,93.994,-36.4,4.857,5191,no
35,364,1,999,0,1.1,93.994,-36.4,4.859,5191,no
29,357,2,999,0,1.1,93.994,-36.4,4.858,5191,no
49,129,8,999,0,1.4,93.444,-36.1,4.963,5228.1,no
55,190,6,999,0,1.1,93.994,-36.4,4.86,5191,no
28,376,4,999,0,1.1,93.994,-36.4,4.857,5191,no
43,982,1,999,0,1.4,93.918,-42.7,4.963,5228.1,yes
46,123,1,999,0,-0.1,93.2,-42,4.191,5195.8,no
37,159,5,999,0,1.1,93.994,-36.4,4.857,5191,no
39,315,3,999,0,1.1,93.994,-36.4,4.858,5191,no
34,904,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,yes
59,289,1,999,0,-1.8,92.893,-46.2,1.334,5099.1,no
39,513,2,999,0,1.4,94.465,-41.8,4.959,5228.1,no
27,108,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,yes
34,1479,4,999,0,1.1,93.994,-36.4,4.857,5191,yes
58,851,1,999,0,-1.8,92.893,-46.2,1.344,5099.1,yes
36,208,4,999,0,1.4,93.444,-36.1,4.964,5228.1,no
31,434,4,999,0,-1.8,92.893,-46.2,1.354,5099.1,yes
33,614,2,999,0,1.4,93.918,-42.7,4.963,5228.1,yes
49,344,10,999,0,1.4,93.918,-42.7,4.958,5228.1,no
19,161,2,6,4,-1.1,94.199,-37.5,0.879,4963.6,yes
40,70,2,999,0,1.1,93.994,-36.4,4.856,5191,no
25,241,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,yes
25,117,1,999,0,-1.8,93.075,-47.1,1.445,5099.1,yes
30,169,1,999,0,-3.4,92.379,-29.8,0.788,5017.5,yes
31,385,5,999,0,1.4,93.918,-42.7,4.96,5228.1,yes
38,167,1,999,0,-2.9,92.201,-31.4,0.884,5076.2,yes
52,209,2,999,1,-3.4,92.649,-30.1,0.722,5017.5,yes
57,317,1,999,0,1.4,93.918,-42.7,4.961,5228.1,no
31,202,7,999,0,1.4,93.444,-36.1,4.963,5228.1,no
24,725,3,999,0,1.4,93.918,-42.7,4.968,5228.1,yes
45,672,2,999,0,-1.8,92.893,-46.2,1.344,5099.1,yes
41,175,2,999,1,-1.8,92.893,-46.2,1.291,5099.1,no
48,1208,3,999,0,1.4,93.444,-36.1,4.968,5228.1,yes
36,331,1,6,4,-1.1,94.199,-37.5,0.876,4963.6,yes
32,105,1,999,0,-0.1,93.2,-42,4.191,5195.8,no
35,104,2,999,0,-1.8,92.893,-46.2,1.313,5099.1,no
34,310,2,999,0,-1.8,92.893,-46.2,1.281,5099.1,no
51,284,1,6,3,-1.7,94.215,-40.3,0.889,4991.6,yes
23,523,2,999,0,1.4,93.918,-42.7,4.962,5228.1,no
59,274,5,999,0,-1.8,93.075,-47.1,1.405,5099.1,no
30,334,4,999,2,-1.7,94.215,-40.3,0.84,4991.6,yes
48,1181,2,999,0,1.4,93.444,-36.1,4.966,5228.1,yes
50,173,8,999,0,1.4,93.918,-42.7,4.962,5228.1,no
60,272,2,6,2,-1.8,93.876,-40,0.685,5008.7,yes
26,432,5,999,0,-3.4,92.649,-30.1,0.714,5017.5,yes
43,1471,7,999,0,1.4,93.444,-36.1,4.967,5228.1,yes
28,1049,2,999,0,-1.8,92.893,-46.2,1.313,5099.1,no
31,93,1,999,0,1.4,93.444,-36.1,4.966,5228.1,no
30,474,2,999,0,1.4,93.918,-42.7,4.957,5228.1,yes
33,31,1,999,0,1.4,93.444,-36.1,4.965,5228.1,no
53,144,7,999,0,1.1,93.994,-36.4,4.857,5191,no
29,265,1,6,1,-1.7,94.027,-38.3,0.904,4991.6,yes
38,332,2,999,1,-1.8,93.075,-47.1,1.466,5099.1,no
59,260,4,999,0,1.1,93.994,-36.4,4.855,5191,no
56,120,6,999,0,1.4,93.444,-36.1,4.964,5228.1,no
36,82,4,999,0,1.4,94.465,-41.8,4.967,5228.1,no
45,367,2,999,0,1.4,93.918,-42.7,4.962,5228.1,yes
37,329,1,999,0,-1.8,92.893,-46.2,1.281,5099.1,no
46,309,1,999,0,-2.9,92.469,-33.6,1.072,5076.2,yes
25,218,1,999,0,1.4,93.918,-42.7,4.961,5228.1,no
50,400,1,999,0,-1.8,92.893,-46.2,1.344,5099.1,yes
39,1439,6,999,0,1.4,93.918,-42.7,4.962,5228.1,yes
64,79,4,999,2,-3.4,92.649,-30.1,0.714,5017.5,no
32,1048,1,999,0,-2.9,92.963,-40.8,1.266,5076.2,yes
41,151,2,999,0,1.1,93.994,-36.4,4.86,5191,no
